source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,FR 718 introduces which rule?,"Operation of overseas mission bank accounts is arranged with Foreign Affairs and the Accountant‑General, with a separate account maintained.",Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,Personal cheques must not be exchanged for cash from government funds under any circumstances.,Military/paramilitary salaries must be paid through bank accounts by the 20th; Defence/Budget/AG/CBN have defined deadlines and reconciliation advice flows.,B,FR 718 provides that Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,fr
FR_2009,"=""5-7""",exam,Choose the option consistent with FR 718.,"Overhead remittances to field offices must follow AIE/cash transfer procedures, complete within 7 working days, with sanctions/interest for delays and monthly reconciliation reporting.",Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,Cheque books must be securely stored and controlled; officers operating accounts must prevent extraction of cheque leaves for fraud.,Foreign cheques/currencies require prescribed approvals and prompt remittance to CBN/Sub‑Treasurer for negotiation; missions must not accept unusable currencies.,B,FR 718 provides that Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,fr
FR_2009,"=""8-10""",exam,A unit is revising procedures. Which action complies with FR 718?,"Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",Officers incurring unauthorised commission charges on cheques are liable to surcharge of the amount involved.,Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,Military/paramilitary salaries must be paid through bank accounts by the 20th; Defence/Budget/AG/CBN have defined deadlines and reconciliation advice flows.,C,FR 718 provides that Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,fr
FR_2009,"=""12-14""",exam,Which lapse in procedure would contravene FR 718?,Personal cheques must not be exchanged for cash from government funds under any circumstances.,"Operation of overseas mission bank accounts is arranged with Foreign Affairs and the Accountant‑General, with a separate account maintained.",Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,Government funds must not be placed in banks charging commissions; monthly statements must confirm no commission on turnover is charged.,C,FR 718 provides that Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,fr
FR_2009,"=""15-16""",exam,Which governance measure would you mandate to meet FR 718?,Military/paramilitary salaries must be paid through bank accounts by the 20th; Defence/Budget/AG/CBN have defined deadlines and reconciliation advice flows.,Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,Foreign cheques/currencies require prescribed approvals and prompt remittance to CBN/Sub‑Treasurer for negotiation; missions must not accept unusable currencies.,Government funds must not be placed in banks charging commissions; monthly statements must confirm no commission on turnover is charged.,B,FR 718 provides that Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,fr
FR_2009,"=""17""",exam,Which institutional control priority is implied by FR 718?,Cheques received must be banked by next business day; special remittance steps apply for commission cheques and cheques must not be endorsed to third parties.,Cheques must not be accepted if drawer standing is doubtful; bank guarantees should be arranged from officially listed banks where possible.,Government funds must not be placed in banks charging commissions; monthly statements must confirm no commission on turnover is charged.,Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,D,FR 718 provides that Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,fr
FR_2009,"=""1-5""",exam,What is the main point of FR 719?,Foreign cheques/currencies require prescribed approvals and prompt remittance to CBN/Sub‑Treasurer for negotiation; missions must not accept unusable currencies.,Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,"Bank tellers/paying-in-slips must specify cheques/notes/coins, bear bank acknowledgment without alteration, and show the correct stamped account number.","Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",D,"FR 719 provides that Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",fr
FR_2009,"=""5-7""",exam,FR 719 provides that:,"Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",Bills of Exchange and Promissory Notes require specific Accountant‑General approval before acceptance.,A departmental dishonoured cheque register must be kept and reviewed monthly by the Head of Accounts to ensure recoveries are pursued.,"Dishonoured revenue cheques must be reversed to the original head, reimbursement pursued (including legal action if needed), bank non‑appearance investigated, and no Treasury receipt issued until clearance.",A,"FR 719 provides that Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",fr
FR_2009,"=""8-10""",exam,Which administrative decision matches FR 719?,"Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",Cheque books must be securely stored and controlled; officers operating accounts must prevent extraction of cheque leaves for fraud.,Officers incurring unauthorised commission charges on cheques are liable to surcharge of the amount involved.,Requests for official cheque books must be signed by an authorised account signatory and countersigned by the Head of Accounts.,A,"FR 719 provides that Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",fr
FR_2009,"=""12-14""",exam,Which compliance duty arises from FR 719?,Military/paramilitary salaries must be paid through bank accounts by the 20th; Defence/Budget/AG/CBN have defined deadlines and reconciliation advice flows.,"Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).","To ensure salary payment by the 28th monthly, quarterly remittance schedules and advance preparation are required; CBN provides credit/debit advice for reconciliation.",Cheque books must be securely stored and controlled; officers operating accounts must prevent extraction of cheque leaves for fraud.,B,"FR 719 provides that Cheques should be payable to the Federal Government (or official designation), crossed appropriately on receipt, and accepted only after strict validity checks (including confirmation above ₦20,000).",fr
