source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,FR 631 mainly addresses what?,Accountant‑General and Auditor‑General have access rights to all ministry bank account records and related information.,Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,"For CBN accounts, Accountant‑General countersigns specimen signatures and prescribed forms are used for changes in signatories.","Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",D,"FR 631 provides that Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",fr
FR_2009,"=""5-7""",exam,Choose the option consistent with FR 631.,Sub‑Accounting Officers must promptly bring direct bank lodgements to account in their cash books.,"Official bank accounts require Accountant‑General authorization; only three accounts (Salary, Overhead, Revenue) are permitted unless expressly approved, with periodic returns.","Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",Accounting Officers must provide banks with certified specimen signatures and tightly control notifications of changes; delegation is not allowed.,C,"FR 631 provides that Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",fr
FR_2009,"=""8-10""",exam,"In day-to-day processing, which action supports FR 631?","Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.","Weekly and monthly bank-to-cashbook comparisons are required, with monthly bank statements and signed reconciliation statements submitted with transcripts.",Capital accounts must be maintained at the Central Bank of Nigeria or other banks designated/authorized by the Accountant‑General.,Funding of capital and recurrent accounts follows warrant/AIE processes via Budget Office and Accountant‑General cash backing with proper transfer classifications.,A,"FR 631 provides that Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",fr
FR_2009,"=""12-14""",exam,Which governance requirement is stated in FR 631?,"Missions abroad may invest idle funds short-term with prior approval, must classify/remit interest as revenue, keep records, and inform AG/Auditor‑General.","Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",Payments must not be made for services not yet performed or goods not yet supplied.,"Where a bank account exists, only small cash payments are allowed; payments should be by cheque and contract payments must not be in cash.",B,"FR 631 provides that Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",fr
FR_2009,"=""15-16""",exam,Which control framework choice best delivers FR 631?,"Official bank accounts require Accountant‑General authorization; only three accounts (Salary, Overhead, Revenue) are permitted unless expressly approved, with periodic returns.","Missions abroad may invest idle funds short-term with prior approval, must classify/remit interest as revenue, keep records, and inform AG/Auditor‑General.","Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",Sub‑Accounting Officers must keep a cheque summary register (maintained by non-cashier staff) and reconcile it daily with cash book and bank balances.,C,"FR 631 provides that Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",fr
FR_2009,"=""17""",exam,What strategic compliance stance best reflects FR 631?,Capital accounts must be maintained at the Central Bank of Nigeria or other banks designated/authorized by the Accountant‑General.,"Missions abroad may invest idle funds short-term with prior approval, must classify/remit interest as revenue, keep records, and inform AG/Auditor‑General.",Accounting Officers must provide banks with certified specimen signatures and tightly control notifications of changes; delegation is not allowed.,"Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",D,"FR 631 provides that Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",fr
FR_2009,"=""1-5""",exam,FR 632 sets out guidance about what?,Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,Funding of capital and recurrent accounts follows warrant/AIE processes via Budget Office and Accountant‑General cash backing with proper transfer classifications.,"Cheque leaves must be crossed and stamped with account details, and payee names written in full without abbreviations.",Government bank accounts must not be overdrawn and no temporary bank advances may be taken; responsible officers refund bank charges if overdrafts occur.,A,FR 632 provides that Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,fr
FR_2009,"=""5-7""",exam,Which description aligns with FR 632?,"Cheque leaves must be crossed and stamped with account details, and payee names written in full without abbreviations.",Sub‑Accounting Officers must promptly bring direct bank lodgements to account in their cash books.,Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,Personal money must not enter government accounts and public money must not enter private accounts; paying public money into a private account implies fraudulent intent.,C,FR 632 provides that Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,fr
FR_2009,"=""8-10""",exam,"During operations, which step best implements FR 632?","Cheque leaves must be crossed and stamped with account details, and payee names written in full without abbreviations.","Where an exception permitting cash/cheque use applies, violating that provision attracts sanctions as prescribed by the Financial Regulations.",Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,"Missions abroad may invest idle funds short-term with prior approval, must classify/remit interest as revenue, keep records, and inform AG/Auditor‑General.",C,FR 632 provides that Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,fr
FR_2009,"=""12-14""",exam,Which compliance duty arises from FR 632?,Accounting Officers must provide banks with certified specimen signatures and tightly control notifications of changes; delegation is not allowed.,"Where a bank account exists, only small cash payments are allowed; payments should be by cheque and contract payments must not be in cash.",Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,Capital accounts must be maintained at the Central Bank of Nigeria or other banks designated/authorized by the Accountant‑General.,C,FR 632 provides that Use of cheques and cash for payment is prohibited except where permitted; violations attract sanctions under the Financial Regulations.,fr
