source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,FR 621 sets out guidance about what?,"When releasing vouchers for payment outside the office, Sub‑Accounting Officers must keep an outstanding voucher register with weekly follow‑up.","Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",Vouchers used to obtain cash for payments elsewhere must be supported by signed cheque/cash order forms and controlled release procedures.,Lost vouchers require prompt investigation and a certified copy may be admitted only with Accountant‑General’s ruling where no fraud/loss occurred.,B,"FR 621 provides that Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",fr
FR_2009,"=""5-7""",exam,Choose the option consistent with FR 621.,Recoveries from payments must show gross debit and corresponding receipt credits supported by receipt vouchers.,Officers authorized to draw cash/cheques on cheque order forms must not be below Accountant II or Higher Executive Officer (Accounts).,"After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.","Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",D,"FR 621 provides that Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",fr
FR_2009,"=""8-10""",exam,"During operations, which step best implements FR 621?","Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.","After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",Vouchers withdrawn against cheque/cash order forms must be returned within 7 days or cash refunded and receipting evidence recorded.,Lost vouchers require prompt investigation and a certified copy may be admitted only with Accountant‑General’s ruling where no fraud/loss occurred.,A,"FR 621 provides that Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",fr
FR_2009,"=""12-14""",exam,Which oversight expectation is required by FR 621?,Vouchers used to obtain cash for payments elsewhere must be supported by signed cheque/cash order forms and controlled release procedures.,"After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.","Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",Recoveries from payments must show gross debit and corresponding receipt credits supported by receipt vouchers.,C,"FR 621 provides that Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",fr
FR_2009,"=""15-16""",exam,Which policy measure implements FR 621?,"When releasing vouchers for payment outside the office, Sub‑Accounting Officers must keep an outstanding voucher register with weekly follow‑up.",Vouchers withdrawn against cheque/cash order forms must be returned within 7 days or cash refunded and receipting evidence recorded.,"Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",Recoveries from payments must show gross debit and corresponding receipt credits supported by receipt vouchers.,C,"FR 621 provides that Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",fr
FR_2009,"=""17""",exam,"Strategically, FR 621 protects what?",Officers authorized to draw cash/cheques on cheque order forms must not be below Accountant II or Higher Executive Officer (Accounts).,"Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",Lost vouchers require prompt investigation and a certified copy may be admitted only with Accountant‑General’s ruling where no fraud/loss occurred.,"When releasing vouchers for payment outside the office, Sub‑Accounting Officers must keep an outstanding voucher register with weekly follow‑up.",B,"FR 621 provides that Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",fr
FR_2009,"=""1-5""",exam,Which principle is stated in FR 622?,"After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",Vouchers withdrawn against cheque/cash order forms must be returned within 7 days or cash refunded and receipting evidence recorded.,"Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.",Vouchers used to obtain cash for payments elsewhere must be supported by signed cheque/cash order forms and controlled release procedures.,A,"FR 622 provides that After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",fr
FR_2009,"=""5-7""",exam,FR 622 provides that:,"After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",Outstanding voucher return is enforced through staged written demands and escalation; the withdrawing officer is responsible for the amount.,Recoveries from payments must show gross debit and corresponding receipt credits supported by receipt vouchers.,Vouchers used to obtain cash for payments elsewhere must be supported by signed cheque/cash order forms and controlled release procedures.,A,"FR 622 provides that After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",fr
FR_2009,"=""8-10""",exam,Which operational safeguard best applies FR 622?,"After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.","When releasing vouchers for payment outside the office, Sub‑Accounting Officers must keep an outstanding voucher register with weekly follow‑up.","Where banking facilities exist, payments to the public (other than firms covered by specified rules) must be by crossed 'Account Payee only' cheque.","Payments outside Nigeria follow specific controls for overseas missions, tours, and other payments via Finance/Foreign Exchange channels.",A,"FR 622 provides that After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",fr
FR_2009,"=""12-14""",exam,What management gap violates FR 622?,"Payments outside Nigeria follow specific controls for overseas missions, tours, and other payments via Finance/Foreign Exchange channels.","When releasing vouchers for payment outside the office, Sub‑Accounting Officers must keep an outstanding voucher register with weekly follow‑up.",Officers authorized to draw cash/cheques on cheque order forms must not be below Accountant II or Higher Executive Officer (Accounts).,"After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",D,"FR 622 provides that After payment, the paying officer must stamp vouchers and supporting documents 'PAID'.",fr
