source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,What subject is introduced in FR 401?,Sub-Accounting Officers must verify authorization and voucher correctness before payment.,Disbursements require warrant authority and officers are personally liable for unauthorized payments.,Payments must follow proper timing and cannot manipulate budget balances.,Approved contractor payments may be re-voted through supplementary appropriation.,B,FR 401 provides that Disbursements require warrant authority and officers are personally liable for unauthorized payments.,fr
FR_2009,"=""5-7""",exam,Which option summarizes FR 401?,Officers must exercise economy and avoid unnecessary spending.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,Disbursements require warrant authority and officers are personally liable for unauthorized payments.,Only qualified officers may sign vouchers and specimen signatures must be provided.,C,FR 401 provides that Disbursements require warrant authority and officers are personally liable for unauthorized payments.,fr
FR_2009,"=""8-10""",exam,Which routine control supports FR 401?,Payments for self-accounting units must use proper transfer accounts.,Disbursements require warrant authority and officers are personally liable for unauthorized payments.,Voucher classification changes require authorization by the vote-controlling officer.,Payments must follow proper timing and cannot manipulate budget balances.,B,FR 401 provides that Disbursements require warrant authority and officers are personally liable for unauthorized payments.,fr
FR_2009,"=""12-14""",exam,What management gap violates FR 401?,Disbursements require warrant authority and officers are personally liable for unauthorized payments.,All vouchers must be stamped and verified as entered in the vote book before payment.,Payments for self-accounting units must use proper transfer accounts.,Voucher classification changes require authorization by the vote-controlling officer.,A,FR 401 provides that Disbursements require warrant authority and officers are personally liable for unauthorized payments.,fr
FR_2009,"=""15-16""",exam,"As a Director, which control enforces FR 401?",Disbursements require warrant authority and officers are personally liable for unauthorized payments.,All vouchers must be stamped and verified as entered in the vote book before payment.,Voucher classification changes require authorization by the vote-controlling officer.,Expenditure should be spread evenly and officers are liable for excess spending.,A,FR 401 provides that Disbursements require warrant authority and officers are personally liable for unauthorized payments.,fr
FR_2009,"=""17""",exam,"Strategically, FR 401 protects what?",Disbursements require warrant authority and officers are personally liable for unauthorized payments.,Accountant-General schedules must be examined and discrepancies reported immediately.,Only qualified officers may sign vouchers and specimen signatures must be provided.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,A,FR 401 provides that Disbursements require warrant authority and officers are personally liable for unauthorized payments.,fr
FR_2009,"=""1-5""",exam,FR 402 focuses on what obligation?,Payments for self-accounting units must use proper transfer accounts.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,Voucher classification changes require authorization by the vote-controlling officer.,C,FR 402 provides that Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,fr
FR_2009,"=""5-7""",exam,Which description matches FR 402?,Officers must ensure timely settlement of valid claims and record commitments.,Unspent recurrent and certain capital authorities lapse at year end under defined rules.,Contract payments require certification of delivery or work completion.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,D,FR 402 provides that Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,fr
FR_2009,"=""8-10""",exam,Which operational step implements FR 402?,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,Approved contractor payments may be re-voted through supplementary appropriation.,Only qualified officers may sign vouchers and specimen signatures must be provided.,Payments must follow proper timing and cannot manipulate budget balances.,A,FR 402 provides that Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,fr
FR_2009,"=""12-14""",exam,Which oversight rule is required by FR 402?,Delegated expenditure control requires formal authorization and proper vote book maintenance.,Payments must follow proper timing and cannot manipulate budget balances.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,Signing officers certify full accuracy and legitimacy of voucher details.,C,FR 402 provides that Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,fr
FR_2009,"=""15-16""",exam,Which management directive aligns with FR 402?,Unspent recurrent and certain capital authorities lapse at year end under defined rules.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,Officers must ensure timely settlement of valid claims and record commitments.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,B,FR 402 provides that Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,fr
FR_2009,"=""17""",exam,What top-level risk does FR 402 address?,Delegated expenditure control requires formal authorization and proper vote book maintenance.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",Irregular vouchers must be investigated and fraudulent losses reported and recovered.,B,FR 402 provides that Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,fr
FR_2009,"=""1-5""",exam,What requirement appears in FR 403?,All expenditures and liabilities must be promptly recorded in the vote book.,Expenditure must strictly follow vote classification.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,A,FR 403 provides that All expenditures and liabilities must be promptly recorded in the vote book.,fr
FR_2009,"=""5-7""",exam,Which statement reflects FR 403?,Delegated expenditure control requires formal authorization and proper vote book maintenance.,All expenditures and liabilities must be promptly recorded in the vote book.,Voucher classification changes require authorization by the vote-controlling officer.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,B,FR 403 provides that All expenditures and liabilities must be promptly recorded in the vote book.,fr
FR_2009,"=""8-10""",exam,Which procedure reflects FR 403?,Disbursements require warrant authority and officers are personally liable for unauthorized payments.,Expenditure should be spread evenly and officers are liable for excess spending.,All expenditures and liabilities must be promptly recorded in the vote book.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,C,FR 403 provides that All expenditures and liabilities must be promptly recorded in the vote book.,fr
FR_2009,"=""12-14""",exam,"During an audit, which failure would breach FR 403?",Receiving ministries must maintain vote books and report expenditure on delegated funds.,Payments must follow proper timing and cannot manipulate budget balances.,All expenditures and liabilities must be promptly recorded in the vote book.,Sub-Accounting Officers must verify authorization and voucher correctness before payment.,C,FR 403 provides that All expenditures and liabilities must be promptly recorded in the vote book.,fr
FR_2009,"=""15-16""",exam,Which governance decision reflects FR 403?,All expenditures and liabilities must be promptly recorded in the vote book.,Irregular vouchers must be investigated and fraudulent losses reported and recovered.,Accountant-General schedules must be examined and discrepancies reported immediately.,Officers must ensure timely settlement of valid claims and record commitments.,A,FR 403 provides that All expenditures and liabilities must be promptly recorded in the vote book.,fr
FR_2009,"=""17""",exam,Which governance objective is central to FR 403?,Accountant-General schedules must be examined and discrepancies reported immediately.,Signing officers certify full accuracy and legitimacy of voucher details.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,All expenditures and liabilities must be promptly recorded in the vote book.,D,FR 403 provides that All expenditures and liabilities must be promptly recorded in the vote book.,fr
FR_2009,"=""1-5""",exam,Which principle is defined in FR 404?,Unspent recurrent and certain capital authorities lapse at year end under defined rules.,Accountant-General schedules must be examined and discrepancies reported immediately.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,Only qualified officers may sign vouchers and specimen signatures must be provided.,C,FR 404 provides that Delegated expenditure control requires formal authorization and proper vote book maintenance.,fr
FR_2009,"=""5-7""",exam,"According to FR 404, which is correct?",Voucher classification changes require authorization by the vote-controlling officer.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,Signing officers certify full accuracy and legitimacy of voucher details.,C,FR 404 provides that Delegated expenditure control requires formal authorization and proper vote book maintenance.,fr
FR_2009,"=""8-10""",exam,What workflow decision aligns with FR 404?,Signing officers certify full accuracy and legitimacy of voucher details.,Approved contractor payments may be re-voted through supplementary appropriation.,Officers must exercise economy and avoid unnecessary spending.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,D,FR 404 provides that Delegated expenditure control requires formal authorization and proper vote book maintenance.,fr
FR_2009,"=""12-14""",exam,Which supervisory obligation comes from FR 404?,Delegated expenditure control requires formal authorization and proper vote book maintenance.,Unspent recurrent and certain capital authorities lapse at year end under defined rules.,Voucher classification changes require authorization by the vote-controlling officer.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",A,FR 404 provides that Delegated expenditure control requires formal authorization and proper vote book maintenance.,fr
FR_2009,"=""15-16""",exam,Which policy measure implements FR 404?,Approved contractor payments may be re-voted through supplementary appropriation.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",Officers must exercise economy and avoid unnecessary spending.,B,FR 404 provides that Delegated expenditure control requires formal authorization and proper vote book maintenance.,fr
FR_2009,"=""17""",exam,"At executive level, what safeguard does FR 404 reinforce?",Irregular vouchers must be investigated and fraudulent losses reported and recovered.,Vote-controlling officers must maintain and monitor detailed vote books for expenditure control.,Disbursements require warrant authority and officers are personally liable for unauthorized payments.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,D,FR 404 provides that Delegated expenditure control requires formal authorization and proper vote book maintenance.,fr
FR_2009,"=""1-5""",exam,FR 405 establishes which rule?,All expenditures and liabilities must be promptly recorded in the vote book.,Unspent recurrent and certain capital authorities lapse at year end under defined rules.,Approved contractor payments may be re-voted through supplementary appropriation.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",D,"FR 405 provides that Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",fr
FR_2009,"=""5-7""",exam,FR 405 provides that:,Irregular vouchers must be investigated and fraudulent losses reported and recovered.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",Unspent recurrent and certain capital authorities lapse at year end under defined rules.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,B,"FR 405 provides that Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",fr
FR_2009,"=""8-10""",exam,A ministry is reviewing controls. Which action complies with FR 405?,Sub-Accounting Officers must verify authorization and voucher correctness before payment.,All expenditures and liabilities must be promptly recorded in the vote book.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",Contract payments require certification of delivery or work completion.,C,"FR 405 provides that Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",fr
FR_2009,"=""12-14""",exam,Which compliance duty arises from FR 405?,Contract payments require certification of delivery or work completion.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",Payments for self-accounting units must use proper transfer accounts.,C,"FR 405 provides that Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",fr
FR_2009,"=""15-16""",exam,What high-level action supports FR 405?,Officers must ensure timely settlement of valid claims and record commitments.,Only qualified officers may sign vouchers and specimen signatures must be provided.,Payments must follow proper timing and cannot manipulate budget balances.,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",D,"FR 405 provides that Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",fr
FR_2009,"=""17""",exam,Which institutional principle is implied by FR 405?,"Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",Payments must follow proper timing and cannot manipulate budget balances.,Payments for self-accounting units must use proper transfer accounts.,All vouchers must be stamped and verified as entered in the vote book before payment.,A,"FR 405 provides that Authority to Incur Expenditure requires tracking, reconciliation, and monthly reporting.",fr
FR_2009,"=""1-5""",exam,What subject is introduced in FR 406?,Expenditure must strictly follow vote classification.,All vouchers must be stamped and verified as entered in the vote book before payment.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,C,FR 406 provides that Receiving ministries must maintain vote books and report expenditure on delegated funds.,fr
FR_2009,"=""5-7""",exam,Which option summarizes FR 406?,Receiving ministries must maintain vote books and report expenditure on delegated funds.,Officers must exercise economy and avoid unnecessary spending.,Unspent recurrent and certain capital authorities lapse at year end under defined rules.,Expenditure must strictly follow vote classification.,A,FR 406 provides that Receiving ministries must maintain vote books and report expenditure on delegated funds.,fr
FR_2009,"=""8-10""",exam,Which routine control supports FR 406?,Voucher classification changes require authorization by the vote-controlling officer.,Delegated expenditure control requires formal authorization and proper vote book maintenance.,Receiving ministries must maintain vote books and report expenditure on delegated funds.,Only qualified officers may sign vouchers and specimen signatures must be provided.,C,FR 406 provides that Receiving ministries must maintain vote books and report expenditure on delegated funds.,fr
