source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,What rule is stated in FR 221?,Arrears of revenue are amounts uncollected three months after the close of a financial year.,"Government revenue must be billed in advance, paid promptly, and followed up with reminders and enforcement actions.","FIRS returns must show collected, discharged, and written-off assessments for outstanding taxes.","Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",D,"FR 221 provides that Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",fr
FR_2009,"=""5-7""",exam,Which option summarizes FR 221?,"FIRS returns must show collected, discharged, and written-off assessments for outstanding taxes.","Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",No deductions may be made from revenue to adjust over-credits; gross receipts must be fully accounted for.,Arrears of revenue are amounts uncollected three months after the close of a financial year.,B,"FR 221 provides that Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",fr
FR_2009,"=""8-10""",exam,Which procedure reflects FR 221?,"Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.","Government revenue must be billed in advance, paid promptly, and followed up with reminders and enforcement actions.","FIRS Chairman must report outstanding assessments categorized as under objection, appeal, or unpaid.","FIRS returns must show collected, discharged, and written-off assessments for outstanding taxes.",A,"FR 221 provides that Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",fr
FR_2009,"=""12-14""",exam,What management gap violates FR 221?,Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,"FIRS Chairman must report outstanding assessments categorized as under objection, appeal, or unpaid.","Government revenue must be billed in advance, paid promptly, and followed up with reminders and enforcement actions.","Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",D,"FR 221 provides that Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",fr
FR_2009,"=""15-16""",exam,"As a Director, which control enforces FR 221?","Government revenue must be billed in advance, paid promptly, and followed up with reminders and enforcement actions.",Arrears returns must include all outstanding items and consider possible fraud where increases occur.,"Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",Arrears of revenue are amounts uncollected three months after the close of a financial year.,C,"FR 221 provides that Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",fr
FR_2009,"=""17""",exam,"At executive level, what safeguard does FR 221 reinforce?",Arrears returns must include all outstanding items and consider possible fraud where increases occur.,"Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",Arrears of revenue are amounts uncollected three months after the close of a financial year.,"Government revenue must be billed in advance, paid promptly, and followed up with reminders and enforcement actions.",B,"FR 221 provides that Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",fr
FR_2009,"=""1-5""",exam,Which principle appears in FR 222?,"Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",Arrears returns must include all outstanding items and consider possible fraud where increases occur.,Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,Abandoned revenues are arrears that have become impossible to collect.,C,FR 222 provides that Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,fr
FR_2009,"=""5-7""",exam,Which statement reflects FR 222?,Arrears returns must include all outstanding items and consider possible fraud where increases occur.,Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,"FIRS Chairman must report outstanding assessments categorized as under objection, appeal, or unpaid.",Abandoned revenues are arrears that have become impossible to collect.,B,FR 222 provides that Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,fr
FR_2009,"=""8-10""",exam,Which operational step implements FR 222?,"Government revenue must be billed in advance, paid promptly, and followed up with reminders and enforcement actions.",Accounting Officers must annually report arrears and pursue collection or obtain authority for write-off.,Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,"Unexplained surplus cash must be recorded as receipt, placed in deposit, reported, and later transferred to revenue if unused.",C,FR 222 provides that Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,fr
FR_2009,"=""12-14""",exam,Which compliance duty arises from FR 222?,Abandoned revenues are arrears that have become impossible to collect.,Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,"Government revenue must be billed in advance, paid promptly, and followed up with reminders and enforcement actions.","FIRS Chairman must report outstanding assessments categorized as under objection, appeal, or unpaid.",B,FR 222 provides that Interest earned on bank accounts must be classified to the correct revenue head and paid to the Consolidated Revenue Fund.,fr
