source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,1-5,exam,FR 1201 mainly deals with which rule?,"The responsibility belongs to the cashier alone, not the designated senior officer(s).",The requirement applies only at year-end and not during routine operations.,The document may be handled by any printer/bank/office without special approval.,"The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",D,"FR 1201 requires: The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",fr
FR_2009,5-7,exam,Which option correctly applies FR 1201 in practice?,"The responsibility belongs to the cashier alone, not the designated senior officer(s).",The document may be handled by any printer/bank/office without special approval.,The requirement applies only at year-end and not during routine operations.,"The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",D,"FR 1201 requires: The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",fr
FR_2009,8-10,exam,"In managing records under FR 1201 (responsibility for control), which step is correct? (Choose the most appropriate action.)",The requirement applies only at year-end and not during routine operations.,"The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",The document may be handled by any printer/bank/office without special approval.,"The responsibility belongs to the cashier alone, not the designated senior officer(s).",B,"FR 1201 requires: The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",fr
FR_2009,12-14,exam,"As an Accounting Officer overseeing compliance with FR 1201 (responsibility for control), what must you ensure? (Focus on oversight and compliance.)",The document may be handled by any printer/bank/office without special approval.,"The responsibility belongs to the cashier alone, not the designated senior officer(s).",The requirement applies only at year-end and not during routine operations.,"The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",D,"FR 1201 requires: The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",fr
FR_2009,15-16,exam,Which approval/assurance step should a Director insist on under FR 1201 (responsibility for control)? (Select the best governance control.),"The responsibility belongs to the cashier alone, not the designated senior officer(s).",The requirement applies only at year-end and not during routine operations.,The document may be handled by any printer/bank/office without special approval.,"The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",D,"FR 1201 requires: The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",fr
FR_2009,17,exam,"From a top-management perspective, what is the key risk-control requirement in FR 1201 (responsibility for control)? (Select the option that best reduces enterprise risk.)",The document may be handled by any printer/bank/office without special approval.,"The responsibility belongs to the cashier alone, not the designated senior officer(s).",The requirement applies only at year-end and not during routine operations.,"The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",D,"FR 1201 requires: The Accountant-General controls Treasury Receipt Books (T.B.6) and Revenue Collectors’ Receipt Books (T.B.6A), while Accounting Officers control Receipt/Licence Books and Fixed Fee Tickets and ensure safe custody.",fr
FR_2009,1-5,exam,Which statement best reflects FR 1202?,"The responsibility belongs to the cashier alone, not the designated senior officer(s).","Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.",The requirement applies only at year-end and not during routine operations.,The document may be handled by any printer/bank/office without special approval.,B,"FR 1202 requires: Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.",fr
FR_2009,5-7,exam,FR 1202 sets a rule that an officer must follow. Which is it?,The document may be handled by any printer/bank/office without special approval.,"Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.","The responsibility belongs to the cashier alone, not the designated senior officer(s).",The requirement applies only at year-end and not during routine operations.,B,"FR 1202 requires: Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.",fr
FR_2009,8-10,exam,"For effective administration under FR 1202 (printing/numbering requirements), which procedure is appropriate? (Choose the most appropriate action.)",The requirement applies only at year-end and not during routine operations.,The document may be handled by any printer/bank/office without special approval.,"Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.","The responsibility belongs to the cashier alone, not the designated senior officer(s).",C,"FR 1202 requires: Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.",fr
FR_2009,12-14,exam,Which control duty is emphasized for senior management under FR 1202 (printing/numbering requirements)? (Focus on oversight and compliance.),"Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.","The responsibility belongs to the cashier alone, not the designated senior officer(s).",The requirement applies only at year-end and not during routine operations.,The document may be handled by any printer/bank/office without special approval.,A,"FR 1202 requires: Receipt and licence books must follow the prescribed form and each leaflet must have serial, consecutive numbers; all copies in a set carry the same printed serial/consecutive numbers.",fr
