source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,What obligation appears in FR 318?,A Development Fund Virement Warrant reallocates capital funds within strict limitations.,Expenditure from public funds requires appropriate ministerial warrants and legal authority.,Applications for additional capital provision must follow formal submission and documentation rules.,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,D,FR 318 provides that Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,fr
FR_2009,"=""5-7""",exam,"According to FR 318, which is correct?",A Development Fund Supplementary Warrant accelerates funding for approved capital projects within limits.,A Development Fund Special Warrant funds urgent capital needs subject to later Assembly approval.,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,C,FR 318 provides that Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,fr
FR_2009,"=""8-10""",exam,Which routine control supports FR 318?,Expenditure from public funds requires appropriate ministerial warrants and legal authority.,A Development Fund Virement Warrant reallocates capital funds within strict limitations.,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,C,FR 318 provides that Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,fr
FR_2009,"=""12-14""",exam,Which supervisory obligation comes from FR 318?,Applications for additional capital provision must follow formal submission and documentation rules.,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,A Development Fund Virement Warrant reallocates capital funds within strict limitations.,C,FR 318 provides that Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,fr
FR_2009,"=""15-16""",exam,Which management directive aligns with FR 318?,A Development Fund General Warrant authorizes capital project spending approved by the National Assembly.,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,A Development Fund Supplementary General Warrant authorizes additional capital spending from supplementary estimates.,Expenditure from public funds requires appropriate ministerial warrants and legal authority.,B,FR 318 provides that Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,fr
FR_2009,"=""17""",exam,Which institutional principle is implied by FR 318?,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,A Development Fund General Warrant authorizes capital project spending approved by the National Assembly.,A Development Fund Supplementary General Warrant authorizes additional capital spending from supplementary estimates.,A,FR 318 provides that Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,fr
FR_2009,"=""1-5""",exam,Which principle is stated in FR 319?,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,A Development Fund General Warrant authorizes capital project spending approved by the National Assembly.,A Development Fund Supplementary Warrant accelerates funding for approved capital projects within limits.,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,D,FR 319 provides that A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,fr
FR_2009,"=""5-7""",exam,Which statement reflects FR 319?,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,A Development Fund Special Warrant funds urgent capital needs subject to later Assembly approval.,A Development Fund Virement Warrant reallocates capital funds within strict limitations.,A,FR 319 provides that A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,fr
FR_2009,"=""8-10""",exam,A ministry is managing capital funds. Which action complies with FR 319?,A Development Fund Supplementary Warrant accelerates funding for approved capital projects within limits.,A Development Fund Virement Warrant reallocates capital funds within strict limitations.,A Development Fund Special Warrant funds urgent capital needs subject to later Assembly approval.,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,D,FR 319 provides that A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,fr
FR_2009,"=""12-14""",exam,Which compliance duty arises from FR 319?,A Development Fund Supplementary Warrant accelerates funding for approved capital projects within limits.,A Development Fund General Warrant authorizes capital project spending approved by the National Assembly.,A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,Capital expenditure requires a Minister-signed warrant and is paid from the Development Fund.,C,FR 319 provides that A Provisional Development Fund Warrant funds services when Capital Estimates are not operational.,fr
