source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,FR 231 introduces which requirement?,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,A public officer who causes revenue loss through negligence is liable to be surcharged.,A,FR 231 provides that Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,fr
FR_2009,"=""5-7""",exam,FR 231 provides that:,Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",B,FR 231 provides that Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,fr
FR_2009,"=""8-10""",exam,Which routine practice supports FR 231?,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,A public officer who causes revenue loss through negligence is liable to be surcharged.,Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,B,FR 231 provides that Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,fr
FR_2009,"=""12-14""",exam,Which supervisory obligation comes from FR 231?,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",A public officer who causes revenue loss through negligence is liable to be surcharged.,All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,A,FR 231 provides that Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,fr
FR_2009,"=""15-16""",exam,What high-level action supports FR 231?,A public officer who causes revenue loss through negligence is liable to be surcharged.,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,C,FR 231 provides that Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,fr
FR_2009,"=""17""",exam,"Strategically, FR 231 protects what?",All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,B,FR 231 provides that Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,fr
FR_2009,"=""1-5""",exam,What key rule appears in FR 232?,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,A public officer who causes revenue loss through negligence is liable to be surcharged.,D,FR 232 provides that A public officer who causes revenue loss through negligence is liable to be surcharged.,fr
FR_2009,"=""5-7""",exam,Which option summarizes FR 232?,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",A public officer who causes revenue loss through negligence is liable to be surcharged.,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,C,FR 232 provides that A public officer who causes revenue loss through negligence is liable to be surcharged.,fr
FR_2009,"=""8-10""",exam,A department is revising controls. Which action complies with FR 232?,A public officer who causes revenue loss through negligence is liable to be surcharged.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,A,FR 232 provides that A public officer who causes revenue loss through negligence is liable to be surcharged.,fr
FR_2009,"=""12-14""",exam,Which oversight rule is required by FR 232?,A public officer who causes revenue loss through negligence is liable to be surcharged.,Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",A,FR 232 provides that A public officer who causes revenue loss through negligence is liable to be surcharged.,fr
FR_2009,"=""15-16""",exam,Which policy measure implements FR 232?,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,A public officer who causes revenue loss through negligence is liable to be surcharged.,D,FR 232 provides that A public officer who causes revenue loss through negligence is liable to be surcharged.,fr
FR_2009,"=""17""",exam,"At executive level, what safeguard does FR 232 reinforce?",All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",A public officer who causes revenue loss through negligence is liable to be surcharged.,Accounting Officers must ensure proper deduction and remittance of VAT and WHT or face sanctions and recovery.,C,FR 232 provides that A public officer who causes revenue loss through negligence is liable to be surcharged.,fr
FR_2009,"=""1-5""",exam,FR 233 mainly addresses what?,Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,B,FR 233 provides that All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,fr
FR_2009,"=""5-7""",exam,"According to FR 233, which is correct?",Internally Generated Revenue must be transferred to the GRF by the 15th of the following month.,All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,"WHT, VAT and PAYE deductions must be remitted to FIRS at the time payment is made.",Abandonment of irrecoverable revenue arrears requires Minister of Finance approval and documented reporting to the Auditor-General.,B,FR 233 provides that All remittances must be recorded in a Paper Money Register and processed through controlled accounting procedures.,fr
