source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,Which topic is central to FR 201?,"Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",Offices receiving money must display notices requiring numbered official receipts for all payments.,All receipts must be recorded with dates and numbers and official receipts pasted into the cash book.,"Receipts must contain full manuscript details and cheque particulars, while licences are recorded directly in cash books.",A,"FR 201 provides that Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",fr
FR_2009,"=""5-7""",exam,FR 201 provides that:,"Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",Offices receiving money must display notices requiring numbered official receipts for all payments.,All receipts must be recorded with dates and numbers and official receipts pasted into the cash book.,Revenue Collectors must use Treasury Book 6A and cannot alter printed licence values.,A,"FR 201 provides that Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",fr
FR_2009,"=""8-10""",exam,Which administrative control aligns with FR 201?,Revenue Collectors must keep daily cash books and pay collections regularly using prescribed forms.,"Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",Counterfoil licences or tickets must be initialed by the issuing officer.,Revenue Collectors must use Treasury Book 6A and cannot alter printed licence values.,B,"FR 201 provides that Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",fr
FR_2009,"=""12-14""",exam,Which compliance duty arises from FR 201?,Revenue Collectors must keep daily cash books and pay collections regularly using prescribed forms.,"Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",Offices receiving money must display notices requiring numbered official receipts for all payments.,Revenue Collectors must use Treasury Book 6A and cannot alter printed licence values.,B,"FR 201 provides that Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",fr
FR_2009,"=""15-16""",exam,What high-level action supports FR 201?,All receipts must be recorded with dates and numbers and official receipts pasted into the cash book.,"Payers must sign receipts or counterfoils, and special procedures apply for postal payments or illiterate payers.","General Receipt Books must be used with original, duplicate and triplicate copies prepared in ball pen.","Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",D,"FR 201 provides that Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",fr
FR_2009,"=""17""",exam,"Strategically, FR 201 protects what?","Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",All receipts must be recorded with dates and numbers and official receipts pasted into the cash book.,Revenue Collectors must keep daily cash books and pay collections regularly using prescribed forms.,"Payers must sign receipts or counterfoils, and special procedures apply for postal payments or illiterate payers.",A,"FR 201 provides that Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",fr
FR_2009,"=""1-5""",exam,Which core idea appears in FR 202?,Revenue Collectors must use Treasury Book 6A and cannot alter printed licence values.,Offices receiving money must display notices requiring numbered official receipts for all payments.,Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,All receipts must be recorded with dates and numbers and official receipts pasted into the cash book.,C,FR 202 provides that Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,fr
FR_2009,"=""5-7""",exam,Select the option matching FR 202.,Offices receiving money must display notices requiring numbered official receipts for all payments.,Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,Revenue Collectors must use Treasury Book 6A and cannot alter printed licence values.,"Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",B,FR 202 provides that Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,fr
FR_2009,"=""8-10""",exam,Which workflow practice reflects FR 202?,Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,"General Receipt Books must be used with original, duplicate and triplicate copies prepared in ball pen.",Revenue Collectors must keep daily cash books and pay collections regularly using prescribed forms.,"Revenue officers are responsible to Accounting Officers, and approved accounting codes govern revenue collection and custody.",A,FR 202 provides that Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,fr
FR_2009,"=""12-14""",exam,Which oversight rule comes from FR 202?,Offices receiving money must display notices requiring numbered official receipts for all payments.,Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,Revenue Collectors must use Treasury Book 6A and cannot alter printed licence values.,Counterfoil licences or tickets must be initialed by the issuing officer.,B,FR 202 provides that Sub-Accounting Officers and Revenue Collectors must issue stamped official receipts and cannot use temporary or private receipts.,fr
