source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""1-5""",exam,What key requirement appears in FR 612?,Illiterate payees must have their mark witnessed by a literate official and properly certified.,Indemnity certificates are required where payment is uncertain due to missing documents.,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,Receipts may be subject to Stamp Duty depending on payment type and statutory rules.,C,FR 612 provides that Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,fr
FR_2009,"=""5-7""",exam,"According to FR 612, which is correct?","Where petty disbursement receipts are impracticable, certification must be signed on the voucher.",Receipts may be subject to Stamp Duty depending on payment type and statutory rules.,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,Payments received by officers in official capacity must be paid into Treasury with official receipt.,C,FR 612 provides that Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,fr
FR_2009,"=""8-10""",exam,Which routine practice supports FR 612?,"Where petty disbursement receipts are impracticable, certification must be signed on the voucher.",Payments to firms must be by crossed cheques with authorized representative verification.,Receipts may be subject to Stamp Duty depending on payment type and statutory rules.,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,D,FR 612 provides that Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,fr
FR_2009,"=""12-14""",exam,Which oversight rule is required by FR 612?,Indemnity certificates are required where payment is uncertain due to missing documents.,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,Payments to firms must be by crossed cheques with authorized representative verification.,Payments to legal representatives require inspection and certification of legal authority documents.,B,FR 612 provides that Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,fr
FR_2009,"=""15-16""",exam,Which management directive aligns with FR 612?,Payments to legal representatives require inspection and certification of legal authority documents.,Payments received by officers in official capacity must be paid into Treasury with official receipt.,Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,D,FR 612 provides that Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,fr
FR_2009,"=""17""",exam,Which institutional principle is implied by FR 612?,Payments received by officers in official capacity must be paid into Treasury with official receipt.,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,Indemnity certificates are required where payment is uncertain due to missing documents.,Payments to firms must be by crossed cheques with authorized representative verification.,B,FR 612 provides that Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,fr
FR_2009,"=""1-5""",exam,Which principle is stated in FR 613?,Payments to legal representatives require inspection and certification of legal authority documents.,Indemnity certificates are required where payment is uncertain due to missing documents.,Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,Payments received by officers in official capacity must be paid into Treasury with official receipt.,C,FR 613 provides that Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,fr
FR_2009,"=""5-7""",exam,FR 613 provides that:,Payments to firms must be by crossed cheques with authorized representative verification.,Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,Illiterate payees must have their mark witnessed by a literate official and properly certified.,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,B,FR 613 provides that Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,fr
FR_2009,"=""8-10""",exam,A payment unit is reviewing procedures. Which action complies with FR 613?,Vouchers for payment at another station must be securely transferred through the Sub‑Treasury under official schedule.,Payments to legal representatives require inspection and certification of legal authority documents.,Indemnity certificates are required where payment is uncertain due to missing documents.,Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,D,FR 613 provides that Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,fr
FR_2009,"=""12-14""",exam,Which supervisory obligation comes from FR 613?,Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,Receipts may be subject to Stamp Duty depending on payment type and statutory rules.,Illiterate payees must have their mark witnessed by a literate official and properly certified.,Payments to firms must be by crossed cheques with authorized representative verification.,A,FR 613 provides that Payments must be made only to named payees or authorized representatives with identity verification and witnessed receipt.,fr
