source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
PSR_2021,l1-4,exam,Rule 021212 requires written notice of intent to remain in service to be given how long before expiration? (Level 1-5 Q1),One month,Six months,One year,Four months,D,Rule 021212 specifies four months notice.,psr
PSR_2021,l1-4,exam,"Under Rule 021213, severance allowance after a tour of service equals what percentage of basic salary? (Level 1-5 Q2)",15%,10%,25%,5%,A,Rule 021213 provides 15%.,psr
PSR_2021,l1-4,exam,Rule 021214 allows leave after a tour of service under what condition? (Level 1-5 Q3),It requires court approval,It is a legal right,It may be granted if service exigencies permit,It is automatic,C,Leave may be granted subject to service exigencies.,psr
PSR_2021,l1-4,exam,"According to Rule 030101, officers must pass which examination after induction? (Level 1-5 Q4)",Foreign service exam,Promotion exam only,Prescribed confirmation examination,Medical exam,C,Rule 030101 mandates confirmation exams.,psr
PSR_2021,l1-4,exam,Responsibility for conducting confirmation exams lies with which body under Rule 030102? (Level 1-5 Q5),FCSC,Ministry of Finance,WAEC,Career Management Office (OHCSF),D,CMO conducts and supervises exams.,psr
PSR_2021,l1-4,exam,Rule 030104 requires resignation after how many consecutive failures? (Level 1-5 Q6),Four,Two,Five,Three,D,Three failures trigger resignation.,psr
PSR_2021,l1-4,exam,"Under Rule 030105, officers must take confirmation exams within how many years? (Level 1-5 Q7)",One year,Three years,Five years,Two years,D,Must take within two years.,psr
PSR_2021,l1-4,exam,How often are confirmation exams held under Rule 030106? (Level 1-5 Q8),Twice yearly,Every two years,Quarterly,Once yearly,D,Held once a year.,psr
PSR_2021,l1-4,exam,Rule 030107 restricts textbooks during which papers? (Level 1-5 Q9),All papers,General and special papers,Computer papers,Only law papers,B,Textbooks banned in general/office/special papers.,psr
PSR_2021,l1-4,exam,GL 06 and below officers may use which materials under Rule 030108? (Level 1-5 Q10),No books,PSR and Financial Regulations,Foreign manuals,Only PSR,B,PSR + Financial Regulations allowed.,psr
PSR_2021,l1-4,exam,Rule 030109 exempts which professionals from Group A exam? (Level 1-5 Q11),Doctors,Engineers,Teachers,Law graduates called to the Bar,D,Law professionals are exempt.,psr
PSR_2021,l1-4,exam,Junior officers’ exams include which subject under Rule 030301? (Level 1-5 Q12),English Language,Geography,Philosophy,Astronomy,A,English Language is included.,psr
PSR_2021,l1-4,exam,Accelerated pass under Rule 030302 advances officers to which grade? (Level 1-5 Q13),GL08,GL05,GL07,GL06,D,Advanced to GL06.,psr
PSR_2021,l1-4,exam,Rule 030401 requires which officers to pass exams? (Level 1-5 Q14),Confirmed officers,Unconfirmed police and para‑military officers,Consultants,Retired staff,B,Unconfirmed officers must pass.,psr
PSR_2021,l1-4,exam,Eligibility for exams requires how many months of service under Rule 030501? (Level 1-5 Q15),Twelve months,Six months,Nine months,Three months,B,Six months required.,psr
PSR_2021,l1-4,exam,Rule 030502 allows COMPRO results to replace what? (Level 1-5 Q16),Gazette confirmation,Promotion letter,Salary records,Training certificate,A,Used when gazette unavailable.,psr
PSR_2021,l1-4,exam,Fees for invigilators are determined by which office under Rule 030601? (Level 1-5 Q17),Ministry of Labour,OHCSF,State Government,Police HQ,B,Determined by OHCSF.,psr
PSR_2021,l1-4,exam,Rule 040101 states payment of emoluments follows which guide? (Level 1-5 Q18),Audit report,Budget speech,Financial Regulations,Civil code,C,Guided by Financial Regulations.,psr
PSR_2021,l1-4,exam,Emoluments start from which date under Rule 040102? (Level 1-5 Q19),End of probation,Date of appointment letter,First increment,Date of assumption of duty,D,From assumption of duty.,psr
PSR_2021,l1-4,exam,Rule 040103 grants new emoluments from when after transfer? (Level 1-5 Q20),Assumption of duty,Year end,Transfer approval date,One month later,A,From assumption of duty.,psr
PSR_2021,l1-4,exam,Increment is defined in Rule 040201 as what? (Level 1-5 Q21),Allowance,Predetermined annual addition,Bonus payment,Loan,B,Annual predetermined addition.,psr
PSR_2021,l1-4,exam,Increment may be denied for which reason under Rule 040202? (Level 1-5 Q22),Pending discipline,Training,Good performance,Vacation,A,Pending disciplinary action.,psr
PSR_2021,l1-4,exam,Incremental date after six months is fixed to which date under Rule 040203? (Level 1-5 Q23),01-Jul,01-Mar,01-Jan,01-Oct,C,Fixed to 1 January.,psr
